model	path
USF1_Endometrium	data/ENPACT_734_2024-07-26/models/USF1_Endometrium/USF1_Endometrium_2024-07-26.logistic.rds
USF1_Liver	data/ENPACT_734_2024-07-26/models/USF1_Liver/USF1_Liver_2024-07-26.logistic.rds
USF1_Lung	data/ENPACT_734_2024-07-26/models/USF1_Lung/USF1_Lung_2024-07-26.logistic.rds
USF2_Blood	data/ENPACT_734_2024-07-26/models/USF2_Blood/USF2_Blood_2024-07-26.logistic.rds
USF2_BoneMarrow	data/ENPACT_734_2024-07-26/models/USF2_BoneMarrow/USF2_BoneMarrow_2024-07-26.logistic.rds
USF2_Cervix	data/ENPACT_734_2024-07-26/models/USF2_Cervix/USF2_Cervix_2024-07-26.logistic.rds
USF2_Embryo	data/ENPACT_734_2024-07-26/models/USF2_Embryo/USF2_Embryo_2024-07-26.logistic.rds
USF2_Liver	data/ENPACT_734_2024-07-26/models/USF2_Liver/USF2_Liver_2024-07-26.logistic.rds
VDR_Blood	data/ENPACT_734_2024-07-26/models/VDR_Blood/VDR_Blood_2024-07-26.logistic.rds
VDR_Colon	data/ENPACT_734_2024-07-26/models/VDR_Colon/VDR_Colon_2024-07-26.logistic.rds
VDR_Prostate	data/ENPACT_734_2024-07-26/models/VDR_Prostate/VDR_Prostate_2024-07-26.logistic.rds
WT1_EmbryonicKidney	data/ENPACT_734_2024-07-26/models/WT1_EmbryonicKidney/WT1_EmbryonicKidney_2024-07-26.logistic.rds
YY1_Blood	data/ENPACT_734_2024-07-26/models/YY1_Blood/YY1_Blood_2024-07-26.logistic.rds
YY1_BoneMarrow	data/ENPACT_734_2024-07-26/models/YY1_BoneMarrow/YY1_BoneMarrow_2024-07-26.logistic.rds
YY1_Brain	data/ENPACT_734_2024-07-26/models/YY1_Brain/YY1_Brain_2024-07-26.logistic.rds
YY1_Cervix	data/ENPACT_734_2024-07-26/models/YY1_Cervix/YY1_Cervix_2024-07-26.logistic.rds
YY1_Colon	data/ENPACT_734_2024-07-26/models/YY1_Colon/YY1_Colon_2024-07-26.logistic.rds
YY1_Embryo	data/ENPACT_734_2024-07-26/models/YY1_Embryo/YY1_Embryo_2024-07-26.logistic.rds
YY1_EmbryonicKidney	data/ENPACT_734_2024-07-26/models/YY1_EmbryonicKidney/YY1_EmbryonicKidney_2024-07-26.logistic.rds
YY1_Endometrium	data/ENPACT_734_2024-07-26/models/YY1_Endometrium/YY1_Endometrium_2024-07-26.logistic.rds
YY1_Liver	data/ENPACT_734_2024-07-26/models/YY1_Liver/YY1_Liver_2024-07-26.logistic.rds
YY1_Lung	data/ENPACT_734_2024-07-26/models/YY1_Lung/YY1_Lung_2024-07-26.logistic.rds
ZBTB33_Blood	data/ENPACT_734_2024-07-26/models/ZBTB33_Blood/ZBTB33_Blood_2024-07-26.logistic.rds
ZBTB33_BoneMarrow	data/ENPACT_734_2024-07-26/models/ZBTB33_BoneMarrow/ZBTB33_BoneMarrow_2024-07-26.logistic.rds
ZBTB33_Brain	data/ENPACT_734_2024-07-26/models/ZBTB33_Brain/ZBTB33_Brain_2024-07-26.logistic.rds
ZBTB33_Colon	data/ENPACT_734_2024-07-26/models/ZBTB33_Colon/ZBTB33_Colon_2024-07-26.logistic.rds
ZBTB33_Liver	data/ENPACT_734_2024-07-26/models/ZBTB33_Liver/ZBTB33_Liver_2024-07-26.logistic.rds
ZBTB33_Lung	data/ENPACT_734_2024-07-26/models/ZBTB33_Lung/ZBTB33_Lung_2024-07-26.logistic.rds
ZBTB7A_BoneMarrow	data/ENPACT_734_2024-07-26/models/ZBTB7A_BoneMarrow/ZBTB7A_BoneMarrow_2024-07-26.logistic.rds
ZBTB7A_EmbryonicKidney	data/ENPACT_734_2024-07-26/models/ZBTB7A_EmbryonicKidney/ZBTB7A_EmbryonicKidney_2024-07-26.logistic.rds
ZBTB7A_Endometrium	data/ENPACT_734_2024-07-26/models/ZBTB7A_Endometrium/ZBTB7A_Endometrium_2024-07-26.logistic.rds
ZBTB7A_Liver	data/ENPACT_734_2024-07-26/models/ZBTB7A_Liver/ZBTB7A_Liver_2024-07-26.logistic.rds
ZEB1_Blood	data/ENPACT_734_2024-07-26/models/ZEB1_Blood/ZEB1_Blood_2024-07-26.logistic.rds
ZEB1_EmbryonicKidney	data/ENPACT_734_2024-07-26/models/ZEB1_EmbryonicKidney/ZEB1_EmbryonicKidney_2024-07-26.logistic.rds
ZEB1_Liver	data/ENPACT_734_2024-07-26/models/ZEB1_Liver/ZEB1_Liver_2024-07-26.logistic.rds
ZEB1_Lung	data/ENPACT_734_2024-07-26/models/ZEB1_Lung/ZEB1_Lung_2024-07-26.logistic.rds
ZEB1_MammaryGland	data/ENPACT_734_2024-07-26/models/ZEB1_MammaryGland/ZEB1_MammaryGland_2024-07-26.logistic.rds
ZEB2_BoneMarrow	data/ENPACT_734_2024-07-26/models/ZEB2_BoneMarrow/ZEB2_BoneMarrow_2024-07-26.logistic.rds
ZEB2_EmbryonicKidney	data/ENPACT_734_2024-07-26/models/ZEB2_EmbryonicKidney/ZEB2_EmbryonicKidney_2024-07-26.logistic.rds
ZFX_BoneMarrow	data/ENPACT_734_2024-07-26/models/ZFX_BoneMarrow/ZFX_BoneMarrow_2024-07-26.logistic.rds
ZFX_Breast	data/ENPACT_734_2024-07-26/models/ZFX_Breast/ZFX_Breast_2024-07-26.logistic.rds
ZFX_Cerebellum	data/ENPACT_734_2024-07-26/models/ZFX_Cerebellum/ZFX_Cerebellum_2024-07-26.logistic.rds
ZFX_Colon	data/ENPACT_734_2024-07-26/models/ZFX_Colon/ZFX_Colon_2024-07-26.logistic.rds
ZFX_Kidney	data/ENPACT_734_2024-07-26/models/ZFX_Kidney/ZFX_Kidney_2024-07-26.logistic.rds
ZFX_Prostate	data/ENPACT_734_2024-07-26/models/ZFX_Prostate/ZFX_Prostate_2024-07-26.logistic.rds
ZIC2_PeritonealEffusion	data/ENPACT_734_2024-07-26/models/ZIC2_PeritonealEffusion/ZIC2_PeritonealEffusion_2024-07-26.logistic.rds
ZKSCAN1_BoneMarrow	data/ENPACT_734_2024-07-26/models/ZKSCAN1_BoneMarrow/ZKSCAN1_BoneMarrow_2024-07-26.logistic.rds
ZKSCAN1_Breast	data/ENPACT_734_2024-07-26/models/ZKSCAN1_Breast/ZKSCAN1_Breast_2024-07-26.logistic.rds
ZKSCAN1_Cervix	data/ENPACT_734_2024-07-26/models/ZKSCAN1_Cervix/ZKSCAN1_Cervix_2024-07-26.logistic.rds
ZNF143_Blood	data/ENPACT_734_2024-07-26/models/ZNF143_Blood/ZNF143_Blood_2024-07-26.logistic.rds
ZNF143_BoneMarrow	data/ENPACT_734_2024-07-26/models/ZNF143_BoneMarrow/ZNF143_BoneMarrow_2024-07-26.logistic.rds
ZNF143_Cervix	data/ENPACT_734_2024-07-26/models/ZNF143_Cervix/ZNF143_Cervix_2024-07-26.logistic.rds
ZNF143_Colon	data/ENPACT_734_2024-07-26/models/ZNF143_Colon/ZNF143_Colon_2024-07-26.logistic.rds
ZNF143_Embryo	data/ENPACT_734_2024-07-26/models/ZNF143_Embryo/ZNF143_Embryo_2024-07-26.logistic.rds
ZNF143_EmbryonicKidney	data/ENPACT_734_2024-07-26/models/ZNF143_EmbryonicKidney/ZNF143_EmbryonicKidney_2024-07-26.logistic.rds
ZNF263_BoneMarrow	data/ENPACT_734_2024-07-26/models/ZNF263_BoneMarrow/ZNF263_BoneMarrow_2024-07-26.logistic.rds
ZNF263_EmbryonicKidney	data/ENPACT_734_2024-07-26/models/ZNF263_EmbryonicKidney/ZNF263_EmbryonicKidney_2024-07-26.logistic.rds
ZNF317_EmbryonicKidney	data/ENPACT_734_2024-07-26/models/ZNF317_EmbryonicKidney/ZNF317_EmbryonicKidney_2024-07-26.logistic.rds
ZNF341_EmbryonicKidney	data/ENPACT_734_2024-07-26/models/ZNF341_EmbryonicKidney/ZNF341_EmbryonicKidney_2024-07-26.logistic.rds
ZNF382_EmbryonicKidney	data/ENPACT_734_2024-07-26/models/ZNF382_EmbryonicKidney/ZNF382_EmbryonicKidney_2024-07-26.logistic.rds
ZNF467_EmbryonicKidney	data/ENPACT_734_2024-07-26/models/ZNF467_EmbryonicKidney/ZNF467_EmbryonicKidney_2024-07-26.logistic.rds
ZNF528_EmbryonicKidney	data/ENPACT_734_2024-07-26/models/ZNF528_EmbryonicKidney/ZNF528_EmbryonicKidney_2024-07-26.logistic.rds
ZNF692_EmbryonicKidney	data/ENPACT_734_2024-07-26/models/ZNF692_EmbryonicKidney/ZNF692_EmbryonicKidney_2024-07-26.logistic.rds
ZNF711_Breast	data/ENPACT_734_2024-07-26/models/ZNF711_Breast/ZNF711_Breast_2024-07-26.logistic.rds
ZSCAN22_EmbryonicKidney	data/ENPACT_734_2024-07-26/models/ZSCAN22_EmbryonicKidney/ZSCAN22_EmbryonicKidney_2024-07-26.logistic.rds
